Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
28395,610.29099999999983,208.17811670852728,173.88874704163598,1.1971914241160242,0.54981218713834723,28715,190.14109727451071,0.76392251815980627,0.9888559986069998,0.95802712625012765,0.91335775479576264,7.3315061351832116E-3,3.1472891673356902E-3,0.83422238824555639,0.99872388901316844,SEKER
28734,638.01799999999992,200.52479566364806,182.73441935102403,1.0973564606810586,0.41178525136724037,29172,191.2727504858446,0.78396813270762855,0.98498560263266144,0.88703363655288692,0.95386084226051293,6.9786592769418825E-3,3.563623712100963E-3,0.90985050639793519,0.99843033144970694,SEKER
29380,624.11,212.82612986020646,175.93114261271373,1.2097126563243641,0.56272731675041165,29690,193.41090409881002,0.77811324752370359,0.98955877399797909,0.9478494730164112,0.90877423851033134,7.243911840034257E-3,3.0477332172131732E-3,0.82587061658003247,0.99906613736327154,SEKER
30008,645.8839999999999,210.55799896092509,182.51651569530466,1.1536380593218929,0.49861597640271654,30724,195.46706182478101,0.78268127282211786,0.97669574274183046,0.90393637431733753,0.92832883475994366,7.0167288376741235E-3,3.2145620793900551E-3,0.86179442544675466,0.99419884850682005,SEKER
30140,620.1339999999999,201.84788216673786,190.27927878664835,1.0607980199097815,0.33367965777317699,30417,195.89650297623436,0.77309803519212028,0.99089325048492616,0.98487706935090946,0.97051552324147095,6.6970100254392121E-3,3.6649719644516834E-3,0.94190038085266625,0.99916605896077737,SEKER
30279,634.92700000000002,212.56055642538621,181.5101815997528,1.1710668489886833,0.52040066029126364,30600,196.34770224027577,0.77568848469322405,0.98950980392156862,0.94385178325059294,0.92372595152289438,7.020065273799868E-3,3.1527787389953013E-3,0.85326963351687668,0.99923578106033739,SEKER
30477,670.03300000000002,211.05015532184015,184.03905011294344,1.146768336352096,0.48947789445726098,30970,196.98863318702823,0.76240150093808634,0.98408136906683885,0.85307986877483477,0.93337355230386421,6.9248992788607851E-3,3.2420162453765142E-3,0.87118618814033411,0.99904873562661511,SEKER
30519,629.72699999999986,212.99675505634579,182.73720376406496,1.16559053476242,0.51375955796358819,30847,197.12432033052752,0.77068181818181813,0.98936687522287414,0.9671092439901503,0.92548039184155928,6.9791524970131977E-3,3.1582851463625231E-3,0.8565139556832061,0.99834455963626401,SEKER
30685,635.68099999999993,213.53414516451642,183.15714629597372,1.1658521083280848,0.51408086034729139,31044,197.65969601868375,0.7715614785013829,0.98843576858652238,0.95423980750223691,0.92565849769083874,6.9589097332415318E-3,3.1515495188116868E-3,0.85684365434726062,0.99895298092829454,SEKER
30834,631.93399999999997,217.22781276440924,180.89746857382104,1.2008339004244408,0.55364222468432145,31120,198.13901211615044,0.78368280594738848,0.99080976863753212,0.97027823012059466,0.91212542995605617,7.0450740340017269E-3,3.0080398121198064E-3,0.83197279997252016,0.99906114243804467,SEKER
30917,640.76499999999999,213.56008939309797,184.43987085903285,1.1578846178889468,0.50410236541216091,31280,198.40551152772198,0.77080528546497129,0.98839514066496159,0.9462581799326395,0.92903834275194974,6.907529494876539E-3,3.1742202947999208E-3,0.86311224230328953,0.99938438887461656,SEKER
31091,638.55799999999999,210.48625487082811,188.32684762014023,1.1176646215381034,0.44662192356685448,31458,198.96303849047175,0.7863773174494777,0.98833365121749639,0.95817283562996391,0.94525430466978488,6.77000594612036E-3,3.3339836683680922E-3,0.89350570049675859,0.99863971058784773,SEKER
31107,640.59400000000005,214.64854850760176,184.96925258564633,1.1604552946345124,0.5073658752968685,31423,199.01422692379734,0.76104614180163432,0.98994367183273402,0.95258175691970892,0.92716316186386538,6.9003294598515372E-3,3.1453882569780181E-3,0.85963152871740045,0.99756395893486727,SEKER
31158,642.62599999999998,216.48483620856237,183.64431215611992,1.1788267965768742,0.52951425095073434,31492,199.17730225820964,0.79875922887612794,0.98939413184300773,0.94811900401683713,0.92005198029815549,6.9479695811208156E-3,3.0710517082392676E-3,0.84649564645055742,0.99787175122158089,SEKER
31158,641.10500000000002,212.06697513850028,187.19296006836839,1.1328790092375651,0.46992415672551802,31474,199.17730225820964,0.78131347325660117,0.98995996695685329,0.95262310134530759,0.93921885823159201,6.8061806001187587E-3,3.2670098784518364E-3,0.88213206365785524,0.99934889829339979,SEKER
31178,636.88799999999992,212.97592517558783,186.56208823218967,1.1415820180492635,0.4823522244603472,31520,199.24121693503304,0.76411048207239662,0.98914974619289342,0.96589959602582642,0.93551051261201834,6.8309681562508124E-3,3.2274291125688509E-3,0.87517991920760163,0.99908965832520513,SEKER
31202,644.45399999999984,215.64069469843406,184.47168424549938,1.1689636573787348,0.51787122325188639,31573,199.31788749338719,0.77919288782339424,0.98824945364710359,0.94407924340702765,0.92430553412993899,6.9111177071480697E-3,3.1116465919126517E-3,0.85434072042323161,0.99869325319352398,SEKER
31203,639.78199999999993,215.06773695216492,184.87487594412093,1.1633151116605476,0.51094682922761958,31558,199.32108145996821,0.7629841549295775,0.98875087141136953,0.95794854178565125,0.92678280938205504,6.8925339535353949E-3,3.1366824591191967E-3,0.85892637576609443,0.99920203273252373,SEKER
31272,638.66599999999983,212.45031894918174,187.53593899411055,1.1328512288828736,0.46988349421480546,31593,199.54134168877889,0.7703221992314514,0.98983952141297127,0.96342503638075461,0.93923766589641744,6.7936274926190116E-3,3.2612455172040633E-3,0.88216739303855041,0.99936441528412268,SEKER
31335,635.01099999999997,216.79009228678302,184.16344029990532,1.1771613949747357,0.52758671006421964,31599,199.74223673093363,0.77427724240177909,0.99164530523117822,0.97651083446321396,0.9213623861864616,6.9184647291138674E-3,3.0754693858982846E-3,0.84890864667921018,0.99930248673101429,SEKER
31374,636.40099999999995,219.86539400833308,182.00886369813333,1.2079927842030036,0.56099452011826056,31604,199.86649913510016,0.76919682259488087,0.99272244019744338,0.97345986240321203,0.90904027910606544,7.0078853193195987E-3,2.9518837956689047E-3,0.82635422903723355,0.99822994587261416,SEKER
31530,638.85699999999997,213.78565434742569,188.06648234425188,1.1367557455352166,0.47553564152562372,31791,200.36277809388568,0.76894937079309333,0.99179012928187227,0.97079273874030425,0.93721339116736835,6.7803886567531146E-3,3.2269206969260905E-3,0.87836894058343862,0.99849093990790516,SEKER
31573,674.10299999999995,217.30702605854574,185.44825067084633,1.1717933454343865,0.52126839042212791,32197,200.49935697134615,0.75696475665308083,0.98061931235829425,0.87311850698312132,0.9226547369772049,6.8826853976038304E-3,3.076766544671651E-3,0.85129176366647519,0.99753802368747813,SEKER
31637,656.71100000000001,229.71925463641134,175.51044597535582,1.3088637166853716,0.64519080203000256,32045,200.70246504910281,0.76182334810248509,0.98726790450928381,0.92184218199171764,0.87368586219193989,7.261094750969161E-3,2.6097751956546261E-3,0.76332698579407332,0.99909099567267268,SEKER
31675,657.43100000000004,236.75263210938377,171.21055918460931,1.382815599907615,0.69067821929045459,32009,200.82296327732612,0.74093567251461989,0.98956543472148462,0.92092896023245241,0.84823962246190565,7.4744319529402928E-3,2.3868887392210934E-3,0.71951045711431616,0.99495028439433564,SEKER
